,fish_id,site_id,year,day,month,location,fish_num,species,length,height,Lep_cope,chalA,chalB,Lep_PAmale,Lep_PAfemale,Lep_male,Lep_nongravid,Lep_gravid,Caligus_cope,Caligus_mot,Caligus_gravid,unid_cope,chal_unid,unid_PA,unid_adult,chal_scar,pred_scar,mot_scar,hem,mateguarding,eroded_gill,blue_blotches,pinched_belly,scales,white_eye,Grazed_gill_plate,Lironca,comments
1,1,1,2018,26,4,Buckle Bay,1,chum,44,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,1,2018,26,4,Buckle Bay,2,chum,46,7,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,1,2018,26,4,Buckle Bay,3,chum,49,6,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
4,4,1,2018,26,4,Buckle Bay,4,chum,48,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,1,2018,26,4,Buckle Bay,5,chum,50,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
6,6,1,2018,26,4,Buckle Bay,6,chum,53,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
7,7,1,2018,26,4,Buckle Bay,7,chum,50,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
8,8,1,2018,26,4,Buckle Bay,8,chum,50,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,1,2018,26,4,Buckle Bay,9,chum,47,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,1,2018,26,4,Buckle Bay,10,chum,42,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG
11,11,1,2018,26,4,Buckle Bay,11,chum,60,11,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,12,1,2018,26,4,Buckle Bay,12,chum,42,5,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,GG
13,13,1,2018,26,4,Buckle Bay,13,chum,43,7,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,14,1,2018,26,4,Buckle Bay,14,chum,46,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,15,1,2018,26,4,Buckle Bay,15,chum,52,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,16,1,2018,26,4,Buckle Bay,16,chum,49,8,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,17,1,2018,26,4,Buckle Bay,17,chum,49,7,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
18,18,1,2018,26,4,Buckle Bay,18,chum,50,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,19,1,2018,26,4,Buckle Bay,19,chum,42,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,20,1,2018,26,4,Buckle Bay,20,chum,52,9,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
21,21,1,2018,26,4,Buckle Bay,21,chum,46,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"FL, CF"
22,22,1,2018,26,4,Buckle Bay,22,chum,66,10,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,23,1,2018,26,4,Buckle Bay,23,chum,51,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,24,1,2018,26,4,Buckle Bay,24,chum,48,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,25,1,2018,26,4,Buckle Bay,25,chum,47,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,26,1,2018,26,4,Buckle Bay,26,chum,47,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
27,27,1,2018,26,4,Buckle Bay,27,chum,46,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,28,1,2018,26,4,Buckle Bay,28,chum,48,8,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bird
29,29,1,2018,26,4,Buckle Bay,29,chum,47,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,30,1,2018,26,4,Buckle Bay,30,chum,43,6,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,31,1,2018,26,4,Buckle Bay,31,chum,53,9,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,32,1,2018,26,4,Buckle Bay,32,chum,46,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
33,33,1,2018,26,4,Buckle Bay,33,chum,46,7,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,34,1,2018,26,4,Buckle Bay,34,chum,46,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Hem eye
35,35,1,2018,26,4,Buckle Bay,35,chum,52,9,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,36,1,2018,26,4,Buckle Bay,36,chum,47,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,1,2018,26,4,Buckle Bay,37,chum,45,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,38,1,2018,26,4,Buckle Bay,38,chum,46,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,39,1,2018,26,4,Buckle Bay,39,chum,52,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,1,2018,26,4,Buckle Bay,40,chum,45,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,41,1,2018,26,4,Buckle Bay,41,chum,38,6,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,42,1,2018,26,4,Buckle Bay,42,chum,38,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,1,2018,26,4,Buckle Bay,43,chum,40,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
44,44,1,2018,26,4,Buckle Bay,44,chum,52,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
45,45,1,2018,26,4,Buckle Bay,45,chum,44,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG
46,46,1,2018,26,4,Buckle Bay,46,chum,44,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,1,2018,26,4,Buckle Bay,47,chum,54,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
48,48,2,2018,16,5,Buckle Bay,1,chum,60,11,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,CS
49,49,2,2018,16,5,Buckle Bay,2,chum,45,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,LJ
50,50,2,2018,16,5,Buckle Bay,3,chum,72,10,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA
51,51,2,2018,16,5,Buckle Bay,4,chum,54,8,5,4,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,NA
52,52,2,2018,16,5,Buckle Bay,5,chum,50,9,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,2,2018,16,5,Buckle Bay,6,chum,56,9,11,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
54,54,2,2018,16,5,Buckle Bay,7,chum,60,8,5,19,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA
55,55,2,2018,16,5,Buckle Bay,8,chum,58,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
56,56,2,2018,16,5,Buckle Bay,9,chum,62,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
57,57,2,2018,16,5,Buckle Bay,10,chum,60,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
58,58,2,2018,16,5,Buckle Bay,11,chum,52,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
59,59,2,2018,16,5,Buckle Bay,12,chum,56,10,4,7,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA
60,60,2,2018,16,5,Buckle Bay,13,chum,66,10,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
61,61,2,2018,16,5,Buckle Bay,14,chum,62,11,15,11,5,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,CS
62,62,2,2018,16,5,Buckle Bay,15,chum,60,10,20,6,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,gill parasite
63,63,2,2018,16,5,Buckle Bay,16,chum,54,10,20,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,CS
64,64,3,2018,16,5,Elbow Bank,1,coho,140,32,1,7,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,65,3,2018,16,5,Elbow Bank,2,coho,108,19,5,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
66,66,3,2018,16,5,Elbow Bank,3,chum,58,11,4,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
67,67,3,2018,16,5,Elbow Bank,4,chum,68,10,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
68,68,3,2018,16,5,Elbow Bank,5,chum,68,12,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,"Bird, CS"
69,69,3,2018,16,5,Elbow Bank,6,chum,74,12,1,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA
70,70,3,2018,16,5,Elbow Bank,7,chum,72,11,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
71,71,3,2018,16,5,Elbow Bank,8,chum,62,11,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
72,72,3,2018,16,5,Elbow Bank,9,chum,62,9,1,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
73,73,3,2018,16,5,Elbow Bank,10,chum,68,12,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
74,74,3,2018,16,5,Elbow Bank,11,chum,64,12,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,CS
75,75,3,2018,16,5,Elbow Bank,12,chum,68,13,6,7,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA
76,76,3,2018,16,5,Elbow Bank,13,chum,61,11,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,77,3,2018,16,5,Elbow Bank,14,chum,64,12,7,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,78,3,2018,16,5,Elbow Bank,15,chum,68,12,7,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,CSx2
79,79,3,2018,16,5,Elbow Bank,16,chum,58,10,1,5,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,80,3,2018,16,5,Elbow Bank,17,chum,64,9,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,81,3,2018,16,5,Elbow Bank,18,chum,67,10,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA
82,82,3,2018,16,5,Elbow Bank,19,chum,68,11,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
83,83,3,2018,16,5,Elbow Bank,20,chum,58,8,6,10,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
84,84,3,2018,16,5,Elbow Bank,21,chum,58,10,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,CS
85,85,3,2018,16,5,Elbow Bank,22,chum,67,11,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,86,3,2018,16,5,Elbow Bank,23,chum,71,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
87,87,3,2018,16,5,Elbow Bank,24,chum,67,11,1,7,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
88,88,3,2018,16,5,Elbow Bank,25,chum,60,9,3,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish
89,89,3,2018,16,5,Elbow Bank,26,pink,54,9,6,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
90,90,3,2018,16,5,Elbow Bank,27,chum,68,11,3,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
91,91,3,2018,16,5,Elbow Bank,28,pink,68,12,NA,3,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,CS
92,92,3,2018,16,5,Elbow Bank,29,chum,68,12,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
93,93,3,2018,16,5,Elbow Bank,30,chum,69,10,3,6,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
94,94,3,2018,16,5,Elbow Bank,31,pink,67,11,2,4,1,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
95,95,3,2018,16,5,Elbow Bank,32,chum,58,10,2,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
96,96,3,2018,16,5,Elbow Bank,33,chum,70,13,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
97,97,3,2018,16,5,Elbow Bank,34,chum,59,9,3,2,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,98,3,2018,16,5,Elbow Bank,35,chum,67,12,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
99,99,3,2018,16,5,Elbow Bank,36,chum,64,10,14,4,3,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
100,100,3,2018,16,5,Elbow Bank,37,chum,70,11,NA,8,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
101,101,3,2018,16,5,Elbow Bank,38,chum,59,10,2,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
102,102,3,2018,16,5,Elbow Bank,39,chum,62,10,3,7,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
103,103,3,2018,16,5,Elbow Bank,40,chum,69,12,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
104,104,3,2018,16,5,Elbow Bank,41,chum,64,10,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,105,3,2018,16,5,Elbow Bank,42,chum,67,9,3,9,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
106,106,3,2018,16,5,Elbow Bank,43,chum,63,9,8,10,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
107,107,3,2018,16,5,Elbow Bank,44,chum,60,10,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA
108,108,3,2018,16,5,Elbow Bank,45,chum,67,12,4,3,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
109,109,3,2018,16,5,Elbow Bank,46,chum,66,11,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
110,110,3,2018,16,5,Elbow Bank,47,chum,64,11,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
111,111,3,2018,16,5,Elbow Bank,48,chum,63,11,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
112,112,3,2018,16,5,Elbow Bank,49,chum,65,11,3,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
113,113,3,2018,16,5,Elbow Bank,50,chum,66,10,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
114,114,3,2018,16,5,Elbow Bank,51,chum,57,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,115,3,2018,16,5,Elbow Bank,52,chum,66,10,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
116,116,3,2018,16,5,Elbow Bank,53,chum,67,11,1,3,3,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA
117,117,4,2018,16,5,Cypre River,1,coho,88,16,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,CS
118,118,4,2018,16,5,Cypre River,2,coho,88,14,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,gill lice
119,119,4,2018,16,5,Cypre River,3,coho,92,18,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
120,120,4,2018,16,5,Cypre River,4,coho,75,10,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
121,121,4,2018,16,5,Cypre River,5,coho,90,16,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
122,122,4,2018,16,5,Cypre River,6,chinook,78,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
123,123,4,2018,16,5,Cypre River,7,coho,80,18,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,CS
124,124,4,2018,16,5,Cypre River,8,coho,80,15,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,split CF
125,125,5,2018,10,5,Elbow Bank,1,chum,54,10,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
